200,4109
0,0.20459515923965776,0.8112767918267592,3,0.4270882658634627,0.9674522228308992,38
4,0.5557559510832512,0.0026281023752990906,1,0.6218142903556615,0.042879016195615405,43
6,0.7999049734047428,0.1499818216410077,1,0.6218142903556615,0.042879016195615405,37
2,0.5335520023196644,0.4786619077732841,5,0.7727000515515506,0.41524658226054034,47
8,0.2243276588124189,0.9091188551142926,0,0.20459515923965776,0.8112767918267592,13
6,0.7999049734047428,0.1499818216410077,4,0.5557559510832512,0.0026281023752990906,48
8,0.2243276588124189,0.9091188551142926,3,0.4270882658634627,0.9674522228308992,15
6,0.7999049734047428,0.1499818216410077,5,0.7727000515515506,0.41524658226054034,4
11,0.7048199796526108,0.30365596608284473,1,0.6218142903556615,0.042879016195615405,24
2,0.5335520023196644,0.4786619077732841,10,0.8279573854005315,0.4235094014421602,23
11,0.7048199796526108,0.30365596608284473,2,0.5335520023196644,0.4786619077732841,36
9,0.9753523773818329,0.502335707215984,5,0.7727000515515506,0.41524658226054034,1
1,0.6218142903556615,0.042879016195615405,14,0.5111312836895398,0.05571011546973503,47
13,0.4658207667971208,0.3267811345652608,2,0.5335520023196644,0.4786619077732841,42
10,0.8279573854005315,0.4235094014421602,5,0.7727000515515506,0.41524658226054034,46
11,0.7048199796526108,0.30365596608284473,5,0.7727000515515506,0.41524658226054034,19
6,0.7999049734047428,0.1499818216410077,10,0.8279573854005315,0.4235094014421602,32
5,0.7727000515515506,0.41524658226054034,12,0.9590154646660562,0.3198907713911018,42
6,0.7999049734047428,0.1499818216410077,11,0.7048199796526108,0.30365596608284473,42
14,0.5111312836895398,0.05571011546973503,4,0.5557559510832512,0.0026281023752990906,49
12,0.9590154646660562,0.3198907713911018,6,0.7999049734047428,0.1499818216410077,12
0,0.20459515923965776,0.8112767918267592,19,0.4531226741597736,0.9274571587233521,36
9,0.9753523773818329,0.502335707215984,10,0.8279573854005315,0.4235094014421602,21
0,0.20459515923965776,0.8112767918267592,20,0.21463757396373961,0.8304856782728423,2
18,0.6267332209227195,0.4488448895103001,2,0.5335520023196644,0.4786619077732841,43
16,0.947603435844408,0.26289817768885615,5,0.7727000515515506,0.41524658226054034,5
9,0.9753523773818329,0.502335707215984,12,0.9590154646660562,0.3198907713911018,9
11,0.7048199796526108,0.30365596608284473,10,0.8279573854005315,0.4235094014421602,39
3,0.4270882658634627,0.9674522228308992,19,0.4531226741597736,0.9274571587233521,18
16,0.947603435844408,0.26289817768885615,6,0.7999049734047428,0.1499818216410077,26
12,0.9590154646660562,0.3198907713911018,10,0.8279573854005315,0.4235094014421602,5
21,0.8154578573620211,0.4561154041098463,2,0.5335520023196644,0.4786619077732841,38
20,0.21463757396373961,0.8304856782728423,3,0.4270882658634627,0.9674522228308992,40
18,0.6267332209227195,0.4488448895103001,5,0.7727000515515506,0.41524658226054034,32
11,0.7048199796526108,0.30365596608284473,12,0.9590154646660562,0.3198907713911018,12
0,0.20459515923965776,0.8112767918267592,24,0.33459968376014215,0.787741858233128,9
11,0.7048199796526108,0.30365596608284473,13,0.4658207667971208,0.3267811345652608,6
0,0.20459515923965776,0.8112767918267592,25,0.29949546408417627,0.9067499915650915,1
23,0.6635876522409658,0.570514179519175,2,0.5335520023196644,0.4786619077732841,44
9,0.9753523773818329,0.502335707215984,16,0.947603435844408,0.26289817768885615,5
26,0.21376721141174804,0.5332811527272272,0,0.20459515923965776,0.8112767918267592,41
21,0.8154578573620211,0.4561154041098463,5,0.7727000515515506,0.41524658226054034,42
10,0.8279573854005315,0.4235094014421602,16,0.947603435844408,0.26289817768885615,23
24,0.33459968376014215,0.787741858233128,3,0.4270882658634627,0.9674522228308992,47
8,0.2243276588124189,0.9091188551142926,19,0.4531226741597736,0.9274571587233521,9
11,0.7048199796526108,0.30365596608284473,16,0.947603435844408,0.26289817768885615,37
13,0.4658207667971208,0.3267811345652608,14,0.5111312836895398,0.05571011546973503,27
28,0.1832282927070591,0.8425349212281237,0,0.20459515923965776,0.8112767918267592,40
27,0.5617802918345016,0.21851299187913908,1,0.6218142903556615,0.042879016195615405,20
3,0.4270882658634627,0.9674522228308992,25,0.29949546408417627,0.9067499915650915,34
5,0.7727000515515506,0.41524658226054034,23,0.6635876522409658,0.570514179519175,50
8,0.2243276588124189,0.9091188551142926,20,0.21463757396373961,0.8304856782728423,4
10,0.8279573854005315,0.4235094014421602,18,0.6267332209227195,0.4488448895103001,34
12,0.9590154646660562,0.3198907713911018,16,0.947603435844408,0.26289817768885615,35
2,0.5335520023196644,0.4786619077732841,27,0.5617802918345016,0.21851299187913908,31
7,0.03105027745065836,0.2877971623814298,22,0.06667563801336573,0.5236975317375382,5
18,0.6267332209227195,0.4488448895103001,11,0.7048199796526108,0.30365596608284473,8
30,0.3112282884290021,0.8214297177290077,0,0.20459515923965776,0.8112767918267592,42
21,0.8154578573620211,0.4561154041098463,9,0.9753523773818329,0.502335707215984,48
3,0.4270882658634627,0.9674522228308992,28,0.1832282927070591,0.8425349212281237,41
4,0.5557559510832512,0.0026281023752990906,27,0.5617802918345016,0.21851299187913908,9
21,0.8154578573620211,0.4561154041098463,10,0.8279573854005315,0.4235094014421602,31
18,0.6267332209227195,0.4488448895103001,13,0.4658207667971208,0.3267811345652608,30
5,0.7727000515515506,0.41524658226054034,27,0.5617802918345016,0.21851299187913908,16
8,0.2243276588124189,0.9091188551142926,24,0.33459968376014215,0.787741858233128,36
11,0.7048199796526108,0.30365596608284473,21,0.8154578573620211,0.4561154041098463,23
15,0.7740567689185174,0.8948387847407965,17,0.7594323019301412,0.7797130003802554,30
3,0.4270882658634627,0.9674522228308992,30,0.3112282884290021,0.8214297177290077,14
6,0.7999049734047428,0.1499818216410077,27,0.5617802918345016,0.21851299187913908,35
25,0.29949546408417627,0.9067499915650915,8,0.2243276588124189,0.9091188551142926,34
10,0.8279573854005315,0.4235094014421602,23,0.6635876522409658,0.570514179519175,39
21,0.8154578573620211,0.4561154041098463,12,0.9590154646660562,0.3198907713911018,21
33,0.5352069398109256,0.3213959625333247,1,0.6218142903556615,0.042879016195615405,17
32,0.6996426483201549,0.7061369299182929,2,0.5335520023196644,0.4786619077732841,44
11,0.7048199796526108,0.30365596608284473,23,0.6635876522409658,0.570514179519175,45
2,0.5335520023196644,0.4786619077732841,33,0.5352069398109256,0.3213959625333247,25
7,0.03105027745065836,0.2877971623814298,29,0.22872740720370688,0.2480506900104874,4
28,0.1832282927070591,0.8425349212281237,8,0.2243276588124189,0.9091188551142926,1
37,0.33233112500169437,0.8431645353559378,0,0.20459515923965776,0.8112767918267592,31
32,0.6996426483201549,0.7061369299182929,5,0.7727000515515506,0.41524658226054034,19
16,0.947603435844408,0.26289817768885615,21,0.8154578573620211,0.4561154041098463,28
33,0.5352069398109256,0.3213959625333247,5,0.7727000515515506,0.41524658226054034,15
31,0.1855401712732998,0.08648941325488324,7,0.03105027745065836,0.2877971623814298,24
30,0.3112282884290021,0.8214297177290077,8,0.2243276588124189,0.9091188551142926,12
11,0.7048199796526108,0.30365596608284473,27,0.5617802918345016,0.21851299187913908,17
21,0.8154578573620211,0.4561154041098463,18,0.6267332209227195,0.4488448895103001,16
20,0.21463757396373961,0.8304856782728423,19,0.4531226741597736,0.9274571587233521,34
40,0.4888261391231642,0.9009882147313307,0,0.20459515923965776,0.8112767918267592,23
3,0.4270882658634627,0.9674522228308992,37,0.33233112500169437,0.8431645353559378,36
13,0.4658207667971208,0.3267811345652608,27,0.5617802918345016,0.21851299187913908,41
17,0.7594323019301412,0.7797130003802554,23,0.6635876522409658,0.570514179519175,28
2,0.5335520023196644,0.4786619077732841,39,0.4148506946311523,0.5035982382567642,8
5,0.7727000515515506,0.41524658226054034,36,0.8819262557821114,0.323342441636006,47
27,0.5617802918345016,0.21851299187913908,14,0.5111312836895398,0.05571011546973503,50
23,0.6635876522409658,0.570514179519175,18,0.6267332209227195,0.4488448895103001,44
6,0.7999049734047428,0.1499818216410077,36,0.8819262557821114,0.323342441636006,24
29,0.22872740720370688,0.2480506900104874,13,0.4658207667971208,0.3267811345652608,40
40,0.4888261391231642,0.9009882147313307,3,0.4270882658634627,0.9674522228308992,49
5,0.7727000515515506,0.41524658226054034,38,0.8331167971002886,0.5098590899016323,1
